00:00:00	0
00:00:30	8
00:01:00	8
00:01:30	8
00:02:00	8
00:02:30	8
00:03:00	8
00:03:30	8
00:04:00	8
00:04:30	8
00:05:00	8
00:05:30	8
00:06:00	8
00:06:30	8
00:07:00	8
00:07:30	8
00:08:00	8
00:08:30	8
00:09:00	8
00:09:30	8
00:10:00	8
00:10:30	8
00:11:00	8
00:11:30	8
00:12:00	8
00:12:30	8
00:13:00	8
00:13:30	8
00:14:00	8
00:14:30	8
00:15:00	8
00:15:30	8
00:16:00	8
00:16:30	8
00:17:00	8
00:17:30	8
00:18:00	8
00:18:30	8
00:19:00	8
00:19:30	8
00:20:00	8
00:20:30	8
00:21:00	8
00:21:30	8
00:22:00	8
00:22:30	8
00:23:00	8
00:23:30	8
00:24:00	8
00:24:30	8
00:25:00	8
00:25:30	8
00:26:00	8
00:26:30	8
00:27:00	8
00:27:30	8
00:28:00	8
00:28:30	8
00:29:00	8
00:29:30	8
00:30:00	8
00:30:30	8
00:31:00	8
00:31:30	8
00:32:00	8
00:32:30	8
00:33:00	8
00:33:30	8
00:34:00	8
00:34:30	8
00:35:00	8
00:35:30	8
00:36:00	8
00:36:30	8
00:37:00	8
00:37:30	8
00:38:00	8
00:38:30	8
00:39:00	8
00:39:30	8
00:40:00	8
00:40:30	8
00:41:00	8
00:41:30	8
00:42:00	8
00:42:30	8
00:43:00	8
00:43:30	8
00:44:00	8
00:44:30	8
00:45:00	8
00:45:30	8
00:46:00	8
00:46:30	8
00:47:00	8
00:47:30	8
00:48:00	8
00:48:30	8
00:49:00	8
00:49:30	8
00:50:00	8
00:50:30	8
00:51:00	8
00:51:30	8
00:52:00	8
00:52:30	8
00:53:00	8
00:53:30	8
00:54:00	8
00:54:30	8
00:55:00	8
00:55:30	8
00:56:00	8
00:56:30	8
00:57:00	8
00:57:30	8
00:58:00	8
00:58:30	8
00:59:00	8
00:59:30	8
01:00:00	8
01:00:30	8
01:01:00	8
01:01:30	8
01:02:00	8
01:02:30	8
01:03:00	8
01:03:30	8
01:04:00	8
01:04:30	8
01:05:00	8
01:05:30	8
01:06:00	8
01:06:30	8
01:07:00	8
01:07:30	8
01:08:00	8
01:08:30	8
01:09:00	8
01:09:30	8
01:10:00	8
01:10:30	8
01:11:00	8
01:11:30	8
01:12:00	8
01:12:30	8
01:13:00	8
01:13:30	8
01:14:00	8
01:14:30	8
01:15:00	8
01:15:30	8
01:16:00	8
01:16:30	8
01:17:00	8
01:17:30	8
01:18:00	8
01:18:30	8
01:19:00	8
01:19:30	8
01:20:00	8
01:20:30	8
01:21:00	8
01:21:30	8
01:22:00	8
01:22:30	8
01:23:00	8
01:23:30	8
01:24:00	8
01:24:30	8
01:25:00	8
01:25:30	8
01:26:00	8
01:26:30	8
01:27:00	8
01:27:30	8
01:28:00	8
01:28:30	8
01:29:00	8
01:29:30	8
01:30:00	8
01:30:30	8
01:31:00	8
01:31:30	8
01:32:00	8
01:32:30	8
01:33:00	8
01:33:30	8
01:34:00	8
01:34:30	8
01:35:00	8
01:35:30	8
01:36:00	8
01:36:30	8
01:37:00	8
01:37:30	8
01:38:00	8
01:38:30	8
01:39:00	8
01:39:30	8
01:40:00	8
01:40:30	8
01:41:00	8
01:41:30	8
01:42:00	8
01:42:30	8
01:43:00	8
01:43:30	8
01:44:00	8
01:44:30	8
01:45:00	8
01:45:30	8
01:46:00	8
01:46:30	8
01:47:00	8
01:47:30	8
01:48:00	8
01:48:30	8
01:49:00	8
01:49:30	8
01:50:00	8
01:50:30	8
01:51:00	8
01:51:30	8
01:52:00	8
01:52:30	8
01:53:00	8
01:53:30	8
01:54:00	8
01:54:30	8
01:55:00	8
01:55:30	8
01:56:00	8
01:56:30	8
01:57:00	8
01:57:30	8
01:58:00	8
01:58:30	8
01:59:00	8
01:59:30	8
02:00:00	8
02:00:30	8
02:01:00	8
02:01:30	8
02:02:00	8
02:02:30	8
02:03:00	8
02:03:30	8
02:04:00	8
02:04:30	8
02:05:00	8
02:05:30	8
02:06:00	8
02:06:30	8
02:07:00	8
02:07:30	8
02:08:00	8
02:08:30	8
02:09:00	8
02:09:30	8
02:10:00	8
02:10:30	8
02:11:00	8
02:11:30	8
02:12:00	8
02:12:30	8
02:13:00	8
02:13:30	8
02:14:00	8
02:14:30	8
02:15:00	8
02:15:30	8
02:16:00	8
02:16:30	8
02:17:00	8
02:17:30	8
02:18:00	8
02:18:30	8
02:19:00	8
02:19:30	8
02:20:00	8
02:20:30	8
02:21:00	8
02:21:30	8
02:22:00	8
02:22:30	8
02:23:00	8
02:23:30	8
02:24:00	8
02:24:30	8
02:25:00	8
02:25:30	8
02:26:00	8
02:26:30	8
02:27:00	8
02:27:30	8
02:28:00	8
02:28:30	8
02:29:00	8
02:29:30	8
02:30:00	8
02:30:30	8
02:31:00	8
02:31:30	8
02:32:00	8
02:32:30	8
02:33:00	8
02:33:30	8
02:34:00	8
02:34:30	8
02:35:00	8
02:35:30	8
02:36:00	8
02:36:30	8
02:37:00	8
02:37:30	8
02:38:00	8
02:38:30	8
02:39:00	8
02:39:30	8
02:40:00	8
02:40:30	8
02:41:00	8
02:41:30	8
02:42:00	8
02:42:30	8
02:43:00	8
02:43:30	8
02:44:00	8
02:44:30	8
02:45:00	8
02:45:30	8
02:46:00	8
02:46:30	8
02:47:00	8
02:47:30	8
02:48:00	8
02:48:30	8
02:49:00	8
02:49:30	8
02:50:00	8
02:50:30	8
02:51:00	8
02:51:30	8
02:52:00	8
02:52:30	8
02:53:00	8
02:53:30	8
02:54:00	8
02:54:30	8
02:55:00	8
02:55:30	8
02:56:00	8
02:56:30	8
02:57:00	8
02:57:30	8
